Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_Pro (Baseline with Optimal Threshold),0.7441041622147255,0.48820832442945106,0.3638184841692403,0.7205294136776039,0.16995193605875683,0.6338368580060423,0.26803509070777615,0.2010289942266388,0.5886562371290024
