Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet (Baseline) - Optimal Threshold,0.7216149603817985,0.443229920763597,0.3303872851688476,0.684546844005073,0.15314752522825564,0.6418932527693857,0.24729388942774005,0.2116975390127396,0.6117198535035657
