Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_highest (Baseline),0.7398247003481808,0.47964940069636164,0.3565746186479918,0.5654612858118435,0.13248209701391703,0.7899295065458207,0.2269085018369059,0.26056654386265715,0.7315138968749323
