,number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
109,109,0.7741802207751236,2025-04-07 10:41:23.543577,2025-04-07 10:45:08.470957,0 days 00:03:44.927380,0.840369560514464,0.2943476684979611,0.015414164944167197,7,939,0.36019031392356116,1.1114476020061164e-08,0.9716514827148878,COMPLETE
110,110,0.7731740570426469,2025-04-07 10:45:08.484469,2025-04-07 10:49:56.735800,0 days 00:04:48.251331,0.8411895263211207,0.24501505857096811,0.015663949272762216,8,941,0.3336899823406431,1.2087511647296027e-08,0.9712951341608381,COMPLETE
111,111,0.7732248737469969,2025-04-07 10:49:56.749155,2025-04-07 10:55:43.428018,0 days 00:05:46.678863,0.6104810660094189,0.29336540275644657,0.011234731135235475,9,886,0.590794039716565,1.4504801394190685e-08,0.988276695757531,COMPLETE
112,112,0.7735584119458153,2025-04-07 10:55:43.441526,2025-04-07 11:00:54.160337,0 days 00:05:10.718811,0.8540764079766076,0.2602973836170284,0.01234829461953052,8,974,0.31928106098886977,2.1982049777527634e-08,0.9684325086422829,COMPLETE
113,113,0.7731795343722135,2025-04-07 11:00:54.173343,2025-04-07 11:06:03.862166,0 days 00:05:09.688823,0.8804205975188047,0.25672931395314325,0.012023366837405233,8,976,0.1522514335140587,2.2526540626724584e-08,0.97833603961492,COMPLETE
114,114,0.7739142541200817,2025-04-07 11:06:03.876179,2025-04-07 11:10:51.744052,0 days 00:04:47.867873,0.6496507076607578,0.2848954292467627,0.010056895635307683,8,956,0.28317089542922896,4.097185989953203e-08,0.9660658483733909,COMPLETE
115,115,0.7736389960437872,2025-04-07 11:10:51.755421,2025-04-07 11:15:49.517843,0 days 00:04:57.762422,0.633738070750579,0.26728606192541027,0.0101076131246692,8,963,0.7273551197150946,4.244785981964037e-08,0.9702702433049333,COMPLETE
116,116,0.7730055222837472,2025-04-07 11:15:49.530894,2025-04-07 11:22:08.330975,0 days 00:06:18.800081,0.6468712082559491,0.27020679610990816,0.010514446458894228,9,957,0.6566193652945717,4.215479471450084e-08,0.9962803508204314,COMPLETE
117,117,0.7735887337520639,2025-04-07 11:22:08.344721,2025-04-07 11:28:30.371355,0 days 00:06:22.026634,0.6292750573314708,0.28220038713130696,0.010010210940382973,9,943,0.7373263688531334,1.0233277545022126e-08,0.9546819319808344,COMPLETE
118,118,0.773734210846061,2025-04-07 11:28:30.385355,2025-04-07 11:32:51.325602,0 days 00:04:20.940247,0.6015977156521666,0.29666126860658515,0.015342161859107355,8,931,0.43370960132842873,5.7286047993191446e-08,0.97527103869417,COMPLETE
119,119,0.7745139910924818,2025-04-07 11:32:51.337603,2025-04-07 11:37:28.602561,0 days 00:04:37.264958,0.6227025895156721,0.32474174808865164,0.013591706217609644,8,909,0.9979848988095233,6.117008376282066e-08,0.9624834192386357,COMPLETE
120,120,0.7741034769308796,2025-04-07 11:37:28.617844,2025-04-07 11:41:56.681359,0 days 00:04:28.063515,0.6221392804621322,0.30585416281179656,0.013256203768659328,8,910,0.46349933648204733,4.1306856755682814e-08,0.962430152874648,COMPLETE
121,121,0.7742662215289912,2025-04-07 11:41:56.695357,2025-04-07 11:46:19.489218,0 days 00:04:22.793861,0.628672281454839,0.30506018800944334,0.013755193063664396,8,864,0.8712673975978517,5.013993838174875e-08,0.9705244123774366,COMPLETE
122,122,0.7737730013608493,2025-04-07 11:46:19.513220,2025-04-07 11:50:32.026309,0 days 00:04:12.513089,0.6221944752929467,0.30642691561286206,0.013410973322648966,8,869,0.17216673703359836,3.0394466696696746e-08,0.9629615932784973,COMPLETE
123,123,0.7742472579452839,2025-04-07 11:50:32.038836,2025-04-07 11:54:57.207947,0 days 00:04:25.169111,0.6163648697303737,0.32823083591019725,0.013562774660957455,8,860,0.9810108169811236,5.776135131894367e-08,0.9612452278811694,COMPLETE
124,124,0.7735446735341246,2025-04-07 11:54:57.219361,2025-04-07 11:59:07.659354,0 days 00:04:10.439993,0.6218279622550161,0.3267731185904238,0.013340264282164385,8,862,0.22156168910603885,2.1201117128886856e-08,0.9608033526412941,COMPLETE
125,125,0.7735036859644788,2025-04-07 11:59:07.671353,2025-04-07 12:03:13.824988,0 days 00:04:06.153635,0.647509702340807,0.31985041252234475,0.014397473730527114,8,871,0.11508958672877227,1.4141082112847836e-07,0.9861661926206808,COMPLETE
126,126,0.7734102101030145,2025-04-07 12:03:13.837056,2025-04-07 12:07:25.682430,0 days 00:04:11.845374,0.6204411501411721,0.3602249768869922,0.017146262105479444,8,902,0.4707560504946719,3.0648269195029416e-08,0.964311920831063,COMPLETE
127,127,0.7724481227310134,2025-04-07 12:07:25.696412,2025-04-07 12:13:03.339531,0 days 00:05:37.643119,0.6694788582613268,0.33784436727601186,0.013184931949574579,9,841,0.9503312297070571,5.555328495839613e-08,0.9994605759934535,COMPLETE
128,128,0.7733245104909453,2025-04-07 12:13:03.352538,2025-04-07 12:17:09.083761,0 days 00:04:05.731223,0.6421050776901198,0.3069034453572848,0.01146238719784116,8,795,0.19690426636511307,2.461979591633648e-07,0.9586351415419867,COMPLETE
129,129,0.7736390327819733,2025-04-07 12:17:09.100405,2025-04-07 12:20:33.996390,0 days 00:03:24.895985,0.6104746995365563,0.3241898484224712,0.011878416290637869,7,830,0.9542967451667108,9.449343086350416e-08,0.9493045025524577,COMPLETE
130,130,0.7738623157877769,2025-04-07 12:20:34.009392,2025-04-07 12:24:32.471710,0 days 00:03:58.462318,0.6217246914636341,0.2894270398539654,0.013490407410129548,8,802,0.2801721817855126,3.314173882845586e-08,0.9734235010958211,COMPLETE
131,131,0.7735922066239306,2025-04-07 12:24:32.486259,2025-04-07 12:28:32.113709,0 days 00:03:59.627450,0.6318555237090215,0.2879841980515381,0.012882923939357352,8,800,0.28297158390189797,4.0168570675989416e-08,0.9803824942169407,COMPLETE
132,132,0.7567010050699365,2025-04-07 12:28:32.128888,2025-04-07 12:29:32.714017,0 days 00:01:00.585129,0.6215848431727893,0.3071623529516564,0.016180353469935606,8,100,0.0845230020496427,3.135113272328818e-08,0.9665369310372095,COMPLETE
133,133,0.7738417613292828,2025-04-07 12:29:32.725282,2025-04-07 12:33:46.344411,0 days 00:04:13.619129,0.6535578675438576,0.31687807098676074,0.014011191389286866,8,852,0.5117787497347093,2.028988175493797e-08,0.9903731914134098,COMPLETE
134,134,0.7741891420313194,2025-04-07 12:33:46.357967,2025-04-07 12:37:15.493226,0 days 00:03:29.135259,0.6757032382058661,0.34765068866765214,0.014411173156553162,7,908,0.3740140279980805,1.7544496713145643e-08,0.9901131640505165,COMPLETE
135,135,0.7746124371852164,2025-04-07 12:37:15.504885,2025-04-07 12:40:36.201104,0 days 00:03:20.696219,0.6572788486775967,0.3520495537145163,0.018373749408140936,7,903,0.3631181510834995,1.570732200197017e-08,0.9736004766137231,COMPLETE
136,136,,2025-04-07 12:40:36.214235,2025-04-07 12:43:49.575409,0 days 00:03:13.361174,0.6697254457805952,0.39366918518374405,0.018989162697500013,7,904,0.43035303111395967,1.4037462549545484e-08,0.9459868382459632,FAIL
137,137,0.7668327010023536,2025-04-07 14:16:15.961322,2025-04-07 14:19:35.935662,0 days 00:03:19.974340,0.6639026760509357,0.35001668048620527,0.017317335184557452,7,903,0.3964812766119101,1.3778789444461265e-08,0.9849432658962246,COMPLETE
138,138,0.7680185272676494,2025-04-07 14:19:35.949466,2025-04-07 14:23:07.231178,0 days 00:03:31.281712,0.666188144787297,0.4046798578725878,0.014705365874831861,7,916,0.5891029301821166,6.759741332538218e-08,0.9546615249700567,COMPLETE
139,139,0.7665347749085848,2025-04-07 14:23:07.244182,2025-04-07 14:26:23.883786,0 days 00:03:16.639604,0.6367084296657812,0.36513476580458964,0.019059102728115163,7,890,0.13099984665462935,1.7741717283916464e-08,0.9438269969642074,COMPLETE
140,140,0.7673068106340439,2025-04-07 14:26:23.895823,2025-04-07 14:29:47.542226,0 days 00:03:23.646403,0.6782608048789073,0.3398969214792822,0.01798605270829651,7,913,0.9245776622313734,1.0307958411806852e-08,0.9716287055587873,COMPLETE
141,141,0.7667172022682289,2025-04-07 14:29:47.558230,2025-04-07 14:33:15.890602,0 days 00:03:28.332372,0.6979780120427481,0.3314834830703358,0.015885212314036536,7,932,0.3749318587143596,1.1424216435148752e-07,0.9952484169828983,COMPLETE
142,142,0.7674393764821771,2025-04-07 14:33:15.903156,2025-04-07 14:36:41.562322,0 days 00:03:25.659166,0.6560202840610596,0.354283540757198,0.014994533991005586,7,887,0.2397759902867215,4.685938060834119e-08,0.6298768770427339,COMPLETE
143,143,0.7691018885053051,2025-04-07 14:36:41.574638,2025-04-07 14:40:02.567588,0 days 00:03:20.992950,0.6114107673068192,0.32787869961444654,0.012582354432737974,7,854,0.2706053766437932,2.0383733859057844e-08,0.9752578752749664,COMPLETE
144,144,0.7631620068062721,2025-04-07 14:40:02.580376,2025-04-07 14:44:12.843818,0 days 00:04:10.263442,0.6404047729579153,0.2850911695630742,0.01629818480966724,8,882,0.5354550676969417,2.6066603954787427e-08,0.9840738585683555,COMPLETE
145,145,0.7635010607427611,2025-04-07 14:44:12.856577,2025-04-07 14:48:42.297071,0 days 00:04:29.440494,0.6271860425428082,0.36949094718864023,0.013952753368770396,8,949,0.15544675668690708,7.10990921878275e-08,0.9592859914559525,COMPLETE
146,146,0.7626085488155978,2025-04-07 14:48:42.309145,2025-04-07 14:52:51.380836,0 days 00:04:09.071691,0.6290100968579121,0.3158613078872289,0.01166394443276337,9,560,0.050954210085826845,4.197936532766298e-08,0.9488782500992315,COMPLETE
147,147,0.7679085047498133,2025-04-07 14:52:51.392834,2025-04-07 14:56:15.489983,0 days 00:03:24.097149,0.646479550005905,0.2980930666224581,0.014917801419593741,7,903,0.3236825720811329,1.7320139652236248e-08,0.9746293564847979,COMPLETE
148,148,0.768356061579167,2025-04-07 14:56:15.502218,2025-04-07 14:59:10.418338,0 days 00:02:54.916120,0.611286944735888,0.34495939826381533,0.011010775067519251,7,680,0.0920905624262172,1.6227038171490858e-07,0.9370896405592509,COMPLETE
149,149,0.7610993964539456,2025-04-07 14:59:10.430982,2025-04-07 15:03:25.993211,0 days 00:04:15.562229,0.638154010656616,0.3330498794828276,0.01812131340047964,8,928,0.6974335156845928,5.3865883435094587e-08,0.9697603249443794,COMPLETE
150,150,0.7649300459291897,2025-04-07 15:03:26.006687,2025-04-07 15:08:07.100777,0 days 00:04:41.094090,0.678040416407465,0.27688798431182027,0.012762689150976971,8,944,0.9823140313178294,9.713757002914887e-08,0.9609201121739969,COMPLETE
151,151,0.7684105086842726,2025-04-07 15:08:07.112707,2025-04-07 15:10:43.750408,0 days 00:02:36.637701,0.6155074130889298,0.3893996567566963,0.016577900198911064,7,629,0.4467687389131898,2.694012693232712e-08,0.9514128626723458,COMPLETE
152,152,0.7639129180747133,2025-04-07 15:10:43.763406,2025-04-07 15:14:56.550813,0 days 00:04:12.787407,0.651294427668025,0.31650421230871134,0.01414184562857734,8,870,0.5282947357399607,2.054461649078625e-08,0.9911810916922347,COMPLETE
153,153,0.7645822098963009,2025-04-07 15:14:56.563374,2025-04-07 15:19:03.166424,0 days 00:04:06.603050,0.6610740904938808,0.3162386000931356,0.013827785752455612,8,834,0.23456453271555008,3.674937222038833e-08,0.9847687110894502,COMPLETE
154,154,0.7636716706525373,2025-04-07 15:19:03.179483,2025-04-07 15:23:11.530348,0 days 00:04:08.350865,0.6569876836706228,0.30419052395106627,0.015395854216268308,8,858,0.47047741826981837,1.3987471942293043e-08,0.9800008914843286,COMPLETE
155,155,0.7154264083255232,2025-04-07 15:23:11.543347,2025-04-07 15:27:27.614653,0 days 00:04:16.071306,0.8731606194067019,0.32214073401674603,0.15037620693107057,8,915,0.3367976927168213,2.4429521428312676e-08,0.9938860543111385,COMPLETE
156,156,0.7624946543156004,2025-04-07 15:27:27.628368,2025-04-07 15:31:20.709860,0 days 00:03:53.081492,0.6711809331551026,0.29065686521437073,0.019179578342156615,8,811,0.692815147410388,6.032340325469269e-08,0.9689835641763788,COMPLETE
