,number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state
114,114,0.7693627017947852,2025-04-10 01:04:53.021143,2025-04-10 01:06:45.115410,0 days 00:01:52.094267,0.7056670102957696,0.029148098397634985,10,633,36,4.539370780399218e-08,0.0036560811580994613,0.6264592899678659,COMPLETE
115,115,0.7699576288479995,2025-04-10 01:06:45.127412,2025-04-10 01:08:34.349284,0 days 00:01:49.221872,0.7309599907867498,0.0257119241652274,7,671,32,1.7420029763363263e-08,0.000525921749649299,0.6400293791116988,COMPLETE
116,116,0.7697854135908176,2025-04-10 01:08:34.364284,2025-04-10 01:10:39.579069,0 days 00:02:05.214785,0.6556880084235657,0.02064626784510917,6,756,41,7.887461761571399e-08,0.03168017195549713,0.6740626113626134,COMPLETE
117,117,0.7676302202262774,2025-04-10 01:10:39.600066,2025-04-10 01:12:53.548555,0 days 00:02:13.948489,0.6679387169012716,0.03289555066198622,9,859,39,4.186128934931032e-07,0.7183869330161843,0.6585259072405589,COMPLETE
118,118,0.7687239438589751,2025-04-10 01:12:53.570711,2025-04-10 01:15:24.193336,0 days 00:02:30.622625,0.7143650021227094,0.022759519269498582,11,812,51,0.07369077144358621,0.001047185123588029,0.8322924987568775,COMPLETE
119,119,0.7686097983147059,2025-04-10 01:15:24.214338,2025-04-10 01:17:27.091402,0 days 00:02:02.877064,0.7618000772189156,0.030283900775165212,5,873,72,3.176590239020287e-08,0.010195953981949352,0.9902327208264373,COMPLETE
120,120,0.7692586492321931,2025-04-10 01:17:27.103401,2025-04-10 01:19:03.735261,0 days 00:01:36.631860,0.6467620231528344,0.041466196900552504,9,684,22,1.2472853738003644e-05,0.03924426736443955,0.9197867619276088,COMPLETE
121,121,0.7695393757318274,2025-04-10 01:19:03.759259,2025-04-10 01:20:13.802872,0 days 00:01:10.043613,0.7867887876011868,0.03652564337437507,10,404,29,2.205352934416115e-07,0.024490476702212962,0.9731991097490703,COMPLETE
122,122,0.769852929470676,2025-04-10 01:20:13.814869,2025-04-10 01:22:37.448569,0 days 00:02:23.633700,0.6344938433996499,0.021145556106361076,10,835,39,2.71251259818832e-05,0.07083223251696007,0.9770271340399015,COMPLETE
123,123,0.7698521434961487,2025-04-10 01:22:37.461567,2025-04-10 01:24:40.073582,0 days 00:02:02.612015,0.6501794337736637,0.02758392559428412,10,724,35,2.1995099452219252e-05,0.04023511439333782,0.9865862486763166,COMPLETE
124,124,0.7689493593494909,2025-04-10 01:24:40.086256,2025-04-10 01:27:05.638011,0 days 00:02:25.551755,0.6807183057615749,0.02409549725769867,10,853,43,5.502340489617669e-05,0.017939772281969198,0.9984535654132499,COMPLETE
125,125,0.769726930851631,2025-04-10 01:27:05.651006,2025-04-10 01:29:47.888667,0 days 00:02:42.237661,0.6944010785741502,0.019335968882576174,11,886,45,0.00018632223142915356,0.0061244924244589875,0.9597414249201925,COMPLETE
126,126,0.7702684216564972,2025-04-10 01:29:47.900624,2025-04-10 01:32:03.074636,0 days 00:02:15.174012,0.6241123010160087,0.022248019373227505,10,780,37,0.011727331563062484,0.09022307051403997,0.9508371129309582,COMPLETE
127,127,0.7703077025704061,2025-04-10 01:32:03.086701,2025-04-10 01:34:33.768655,0 days 00:02:30.681954,0.6728556214154178,0.016684096276638458,9,937,26,4.420253410625272e-05,0.0018675053441265421,0.7271323243562661,COMPLETE
128,128,0.7684651778884124,2025-04-10 01:34:33.790649,2025-04-10 01:36:55.233875,0 days 00:02:21.443226,0.7447877732899372,0.02552745039432801,7,813,47,7.983764468804029e-05,0.13939464621672903,0.7076427569316638,COMPLETE
129,129,0.760915639839931,2025-04-10 01:36:55.246443,2025-04-10 01:39:11.071935,0 days 00:02:15.825492,0.6391845736159575,0.05533885568476946,6,912,41,3.838780301632649e-06,0.22418241642540776,0.9702115115159551,COMPLETE
130,130,0.7681890147168052,2025-04-10 01:39:11.094643,2025-04-10 01:41:06.391728,0 days 00:01:55.297085,0.7002363330536661,0.03483429912811902,11,743,32,9.62798851113567e-06,0.051047329069859614,0.7656635115255399,COMPLETE
131,131,0.7700120225157432,2025-04-10 01:41:06.404730,2025-04-10 01:42:52.746101,0 days 00:01:46.341371,0.7210590631559343,0.028003785319353092,8,696,24,6.312559608283978e-08,0.011765265565167788,0.6528133780272697,COMPLETE
132,132,0.76987042241366,2025-04-10 01:42:52.757099,2025-04-10 01:45:13.151058,0 days 00:02:20.393959,0.6542587992746477,0.02096701188713303,10,798,39,9.614288883630894e-06,0.1104816038400179,0.8973538251469828,COMPLETE
133,133,0.7706891406842524,2025-04-10 01:45:13.167060,2025-04-10 01:47:41.657850,0 days 00:02:28.490790,0.6286100504575004,0.018463527464378467,10,777,43,1.6844185627375054e-05,0.06392073546095978,0.9076506353452078,COMPLETE
134,134,0.7703040209588458,2025-04-10 01:47:41.670963,2025-04-10 01:50:20.244064,0 days 00:02:38.573101,0.6428043658284338,0.018217074555881348,10,845,45,2.9931026284467663e-05,0.4325259832633606,0.943420957859888,COMPLETE
135,135,0.7703061206018462,2025-04-10 01:50:20.256604,2025-04-10 01:52:56.327283,0 days 00:02:36.070679,0.6191545871241264,0.019903494317234576,10,954,35,1.4089285360891172e-05,0.025628418922919175,0.8743578921031853,COMPLETE
136,136,0.7690432866453332,2025-04-10 01:52:56.349327,2025-04-10 01:55:10.598379,0 days 00:02:14.249052,0.6076381594574322,0.013393032976730864,5,873,38,1.1409894513759942e-07,0.01720925752957747,0.9283206505016816,COMPLETE
137,137,0.7700886594852643,2025-04-10 01:55:10.626858,2025-04-10 01:57:37.892792,0 days 00:02:27.265934,0.6885119745624327,0.015816488831110594,9,711,47,3.928543465309825e-05,0.03935095552192231,0.8437638937486872,COMPLETE
138,138,0.7687683414002597,2025-04-10 01:57:37.906429,2025-04-10 01:58:59.883658,0 days 00:01:21.977229,0.6630008783957686,0.017381964394326883,10,355,41,6.524361253257076e-06,0.22972717568089432,0.8808301292524069,COMPLETE
139,139,0.7674251588041493,2025-04-10 01:58:59.898448,2025-04-10 02:01:24.055152,0 days 00:02:24.156704,0.7762993911329945,0.03010853478998058,11,898,40,7.044795321509563e-07,0.08042730230893877,0.9119949778679096,COMPLETE
140,140,0.769558419471577,2025-04-10 02:01:24.075893,2025-04-10 02:02:45.934441,0 days 00:01:21.858548,0.6367120799167539,0.03867285876383106,4,659,34,0.43014663204149794,0.0074045413450515365,0.8872133670669804,COMPLETE
141,141,0.7696348649572189,2025-04-10 02:02:45.945996,2025-04-10 02:05:59.090824,0 days 00:03:13.144828,0.9648991017861317,0.011500909452878665,12,827,63,2.046022575096511e-05,0.1491516039903328,0.9816082741012773,COMPLETE
142,142,0.7675098392098734,2025-04-10 02:05:59.111820,2025-04-10 02:08:05.792165,0 days 00:02:06.680345,0.7277072266405256,0.04263059737367262,12,979,21,7.406395945272778e-05,0.0030108827210082365,0.9344969114892486,COMPLETE
143,143,0.7680124743731669,2025-04-10 02:08:05.804799,2025-04-10 02:10:04.993387,0 days 00:01:59.188588,0.7526820671884337,0.04483196885183689,12,922,20,0.0005356102101019669,0.005051601934317205,0.9010564148524556,COMPLETE
144,144,0.7649465703199942,2025-04-10 02:10:05.015259,2025-04-10 02:12:15.544089,0 days 00:02:10.528830,0.7381483552301247,0.05008511827717716,12,970,27,0.00012870668465219778,1.3578080061766572e-07,0.921524036514935,COMPLETE
145,145,0.763194666497092,2025-04-10 02:12:15.566083,2025-04-10 02:14:21.689390,0 days 00:02:06.123307,0.7112063427309001,0.06461194449197717,5,995,23,0.001171787948236271,0.0012590457543406814,0.9628461750577625,COMPLETE
146,146,0.7701885639726599,2025-04-10 02:14:21.704629,2025-04-10 02:16:18.301665,0 days 00:01:56.597036,0.7478559873531782,0.023829194179688238,10,754,24,0.003606478922264636,0.5510800746364088,0.9139355392915903,COMPLETE
147,147,0.7646639334346818,2025-04-10 02:16:18.322660,2025-04-10 02:18:45.777381,0 days 00:02:27.454721,0.6129985346534449,0.04004471882921813,8,956,42,0.0002969889347120275,0.05467949089480497,0.9538458555305753,COMPLETE
148,148,0.7653241720765871,2025-04-10 02:18:45.789085,2025-04-10 02:21:29.664109,0 days 00:02:43.875024,0.7044906674564525,0.033169727968809924,12,865,66,2.730202500516434e-06,0.9970060015517312,0.8092091239844552,COMPLETE
149,149,0.7685201871990934,2025-04-10 02:21:29.685501,2025-04-10 02:23:53.784147,0 days 00:02:24.098646,0.735887156221318,0.02612069577295252,11,887,37,2.717111247366729e-05,0.03263728479816592,0.6227401276706991,COMPLETE
150,150,0.7701137572327748,2025-04-10 02:23:53.799147,2025-04-10 02:25:50.457441,0 days 00:01:56.658294,0.6459885747932186,0.021836964507131792,10,725,25,3.1898244571003584e-07,0.0022305751689998673,0.7575887318565298,COMPLETE
151,151,0.7689389468569223,2025-04-10 02:25:50.470101,2025-04-10 02:27:56.971467,0 days 00:02:06.501366,0.7250362662148643,0.035844606638070355,9,910,22,1.6477681656761154e-07,1.0159107836127476e-05,0.7797387954468391,COMPLETE
152,152,0.769992928678467,2025-04-10 02:27:56.983469,2025-04-10 02:30:19.923967,0 days 00:02:22.940498,0.6513143304286985,0.021821460067638906,10,876,33,4.251828955878817e-06,0.10096122403987232,0.9399908783451408,COMPLETE
153,153,0.7682985891400987,2025-04-10 02:30:19.937006,2025-04-10 02:32:34.063334,0 days 00:02:14.126328,0.6574072946668474,0.031409590332250936,10,847,36,1.2925533795567347e-06,0.1838979156326553,0.9728550091127813,COMPLETE
154,154,0.7695131858582387,2025-04-10 02:32:34.075921,2025-04-10 02:35:13.998406,0 days 00:02:39.922485,0.6293765458153767,0.02337644306313307,11,946,39,1.1903584014014503e-05,0.32409596985817035,0.9487962389698917,COMPLETE
155,155,0.7604784971730633,2025-04-10 02:35:14.010406,2025-04-10 02:35:51.165264,0 days 00:00:37.154858,0.6696481068984718,0.02003868834477752,10,134,44,6.137882508743516e-06,0.17963021794713624,0.9578741532532785,COMPLETE
156,156,0.76945803182137,2025-04-10 02:35:51.177262,2025-04-10 02:37:51.854266,0 days 00:02:00.677004,0.677249709003293,0.028217912528303205,5,822,30,2.13188915309541e-06,0.023106127636125972,0.7446489451449865,COMPLETE
157,157,0.7699792286748801,2025-04-10 02:37:51.869266,2025-04-10 02:40:05.254285,0 days 00:02:13.385019,0.6193739901887417,0.024778131219119186,9,795,37,0.015455915204772913,0.04538844821750558,0.93157180255282,COMPLETE
158,158,0.7696432412636538,2025-04-10 02:40:05.266865,2025-04-10 02:42:25.773348,0 days 00:02:20.506483,0.6363490365789287,0.026789623070388742,10,932,28,2.396373892025695e-08,0.07749890597105025,0.9850294188897503,COMPLETE
159,159,0.7691863373491288,2025-04-10 02:42:25.785703,2025-04-10 02:43:46.938403,0 days 00:01:21.152700,0.714525060403433,0.04780238618030831,3,771,35,3.6004296773344042e-06,0.6437092294090827,0.9669560830285514,COMPLETE
160,160,0.7666245257406323,2025-04-10 02:43:46.950403,2025-04-10 02:45:54.996623,0 days 00:02:08.046220,0.6955466496313358,0.03834223844344036,11,897,31,1.8200812333432758e-05,7.756150545928424e-07,0.8203211842047419,COMPLETE
161,161,0.7703443272021309,2025-04-10 02:45:55.019919,2025-04-10 02:48:41.249623,0 days 00:02:46.229704,0.6831373868275598,0.01475859253608151,10,859,42,5.8146725245266655e-05,0.12022807916234426,0.7217630895533921,COMPLETE
162,162,0.7689840769353726,2025-04-10 02:48:41.271395,2025-04-10 02:50:35.024174,0 days 00:01:53.752779,0.6001592975127568,0.022741511698966578,7,538,78,1.808393431310118e-06,0.3487505550022092,0.7958177402538581,COMPLETE
163,163,0.769757944560385,2025-04-10 02:50:35.046168,2025-04-10 02:52:40.015230,0 days 00:02:04.969062,0.6424557077180622,0.021235893310603764,8,562,72,8.830626539296556e-06,0.733889898951871,0.7319852228030631,COMPLETE
164,164,0.7693676247117249,2025-04-10 02:52:40.028228,2025-04-10 02:54:56.587504,0 days 00:02:16.559276,0.6524867623682722,0.02025142028743,8,617,75,4.655881098798491e-06,0.418166967267448,0.7726787600968785,COMPLETE
165,165,0.7693768103715328,2025-04-10 02:54:56.610502,2025-04-10 02:56:28.033426,0 days 00:01:31.422924,0.6264530695833329,0.01810177670059078,9,483,26,1.0099929639520346e-06,0.00867246143573645,0.9968568351179007,COMPLETE
166,166,0.7695224561272025,2025-04-10 02:56:28.055813,2025-04-10 02:58:07.668104,0 days 00:01:39.612291,0.6345022374127538,0.029118042093012837,9,515,53,0.0052117992783583846,0.2664871153927724,0.7893201093487874,COMPLETE
167,167,0.7649178332655013,2025-04-10 02:58:07.690099,2025-04-10 03:01:08.227814,0 days 00:03:00.537715,0.664879636103841,0.024531136295859658,8,839,88,7.339010088955535e-08,0.003655390173003677,0.9229246758660297,COMPLETE
168,168,0.7693008358026404,2025-04-10 03:01:08.241362,2025-04-10 03:03:23.991710,0 days 00:02:15.750348,0.64533294572462,0.026160994676718827,10,811,39,3.0155892436153004e-06,0.0607564017081657,0.6919506300825332,COMPLETE
169,169,0.7688413579885304,2025-04-10 03:03:24.004035,2025-04-10 03:04:58.568132,0 days 00:01:34.564097,0.6214460736607764,0.01930553179497647,5,581,40,4.289809011691451e-08,0.0005704120328383143,0.9779243551192043,COMPLETE
170,170,0.7692867684171922,2025-04-10 03:04:58.581340,2025-04-10 03:06:52.325813,0 days 00:01:53.744473,0.7204794778663941,0.03203268904556904,8,737,33,3.628789706113451e-05,0.012980279343898856,0.7966858331228057,COMPLETE
171,171,0.7689645077282337,2025-04-10 03:06:52.338008,2025-04-10 03:08:43.825254,0 days 00:01:51.487246,0.6553804839301698,0.02240685527558207,6,602,84,5.883572477524885e-07,0.7357396257662118,0.8917256437469921,COMPLETE
172,172,0.7649805074977405,2025-04-10 03:08:43.837263,2025-04-10 03:10:28.866448,0 days 00:01:45.029185,0.7084429233586027,0.05232689465770872,12,685,37,1.0371638514590576e-07,0.12402821262899612,0.6985002376824767,COMPLETE
173,173,0.7628674305671105,2025-04-10 03:10:28.879448,2025-04-10 03:12:42.007905,0 days 00:02:13.128457,0.7012204816480818,0.041120354404620606,11,702,69,5.33647521351923e-08,0.08740639859661614,0.7164511673007488,COMPLETE
174,174,0.7564155916683761,2025-04-10 03:12:42.029903,2025-04-10 03:15:30.921773,0 days 00:02:48.891870,0.7339379384418996,0.0453067446314721,12,883,74,1.4971420688951722e-05,0.20521665324206384,0.7109293445511173,COMPLETE
175,175,0.7684901309097353,2025-04-10 03:15:30.935951,2025-04-10 03:17:14.302556,0 days 00:01:43.366605,0.6919570614896186,0.03555483360821941,10,641,34,1.6552954517242027e-08,0.035911702545484446,0.6721096185825566,COMPLETE
176,176,0.7685733139560554,2025-04-10 03:17:14.316558,2025-04-10 03:18:43.763251,0 days 00:01:29.446693,0.7112935833741446,0.042541112917130745,11,546,32,3.375184772989572e-08,0.052049678893190045,0.9102689334573151,COMPLETE
177,177,0.769329668599073,2025-04-10 03:18:43.776252,2025-04-10 03:20:42.024733,0 days 00:01:58.248481,0.7250873756426277,0.01679238012158941,10,715,20,2.4002274553511634e-05,0.025322336280030156,0.7364716012350444,COMPLETE
178,178,0.7404940711581258,2025-04-10 03:20:42.037683,2025-04-10 03:22:35.271370,0 days 00:01:53.233687,0.633167461301022,0.11219212953470324,10,663,66,7.400014905596495e-08,0.07744505033025222,0.7247660931892748,COMPLETE
179,179,0.7689648962623836,2025-04-10 03:22:35.283368,2025-04-10 03:24:27.584158,0 days 00:01:52.300790,0.6108219175870677,0.03370216567301469,6,765,29,0.14165823900340763,0.17683041988744605,0.6798414938185369,COMPLETE
180,180,0.7650405532797547,2025-04-10 03:24:27.597199,2025-04-10 03:26:25.873909,0 days 00:01:58.276710,0.762229963515494,0.05590093428841842,10,912,23,7.535444397265886e-06,0.0016149640686906304,0.9408938174370758,COMPLETE
181,181,0.767484296151016,2025-04-10 03:26:25.896406,2025-04-10 03:29:33.822314,0 days 00:03:07.925908,0.6412220562390328,0.02133780196740956,10,869,79,2.4286938400753324e-07,0.4502423472051005,0.6306282428511526,COMPLETE
182,182,0.7666364823502962,2025-04-10 03:29:33.846212,2025-04-10 03:31:39.924901,0 days 00:02:06.078689,0.7480777220939364,0.048114689408603806,8,996,21,0.0009671067434271794,0.002585549589818003,0.9514974844723056,COMPLETE
183,183,0.7690445056851452,2025-04-10 03:31:39.937682,2025-04-10 03:33:17.296623,0 days 00:01:37.358941,0.8872894711594239,0.03960599294372833,8,682,22,0.0034510345951025948,0.04287465655108859,0.9319768999459981,COMPLETE
184,184,0.7658666269805195,2025-04-10 03:33:17.308623,2025-04-10 03:35:26.306989,0 days 00:02:08.998366,0.7544371779235434,0.044389636976124934,7,981,25,0.0015166142819369453,0.005351301894488603,0.9906754456823383,COMPLETE
185,185,0.7686141935376997,2025-04-10 03:35:26.328986,2025-04-10 03:37:31.028065,0 days 00:02:04.699079,0.7379753954555927,0.03724787720634041,8,958,20,0.002449147130143858,0.017793757386699492,0.9664467961992377,COMPLETE
186,186,0.7663394351897985,2025-04-10 03:37:31.043574,2025-04-10 03:40:09.602722,0 days 00:02:38.559148,0.7705296763600089,0.03002348328249477,11,988,40,1.5501299661753143e-07,0.00015405222541190576,0.918429036248179,COMPLETE
187,187,0.7688485998643092,2025-04-10 03:40:09.616220,2025-04-10 03:42:45.808396,0 days 00:02:36.192176,0.7162250561067511,0.02373498340096366,10,929,38,1.2329032046637876e-05,9.500179702058233e-08,0.9032110922804931,COMPLETE
188,188,0.769624496995785,2025-04-10 03:42:45.822229,2025-04-10 03:45:20.206919,0 days 00:02:34.384690,0.742434172619858,0.019447333752342835,12,751,57,4.540880816828641e-05,0.0009400428612997437,0.9454952093979329,COMPLETE
189,189,0.7685976335219873,2025-04-10 03:45:20.227921,2025-04-10 03:47:50.836760,0 days 00:02:30.608839,0.7046420749780573,0.02692299021296857,8,966,36,0.0005344964686475638,0.13351342335396407,0.9802098542875843,COMPLETE
190,190,0.7521990888172814,2025-04-10 03:47:50.849756,2025-04-10 03:50:29.452517,0 days 00:02:38.602761,0.7300503388924027,0.05039628479620568,9,732,100,2.4463297108757826e-05,0.003193205111168527,0.9252446881000298,COMPLETE
191,191,0.7614237467663995,2025-04-10 03:50:29.466158,2025-04-10 03:52:30.640571,0 days 00:02:01.174413,0.6264166761218605,0.060562736225609176,10,788,42,2.5321943834320306e-06,0.9891981033920393,0.648411396579976,COMPLETE
192,192,0.7684110881456628,2025-04-10 03:52:30.655571,2025-04-10 03:54:38.144225,0 days 00:02:07.488654,0.7656346159420782,0.037017269164120285,6,978,22,0.0016190966425707227,3.696251596821737e-06,0.9838103672850871,COMPLETE
193,193,0.7681431253825084,2025-04-10 03:54:38.167225,2025-04-10 03:56:40.330152,0 days 00:02:02.162927,0.7466549120007553,0.04118924088780207,6,949,20,0.0020604055512337773,5.237504118763346e-07,0.9988500454732382,COMPLETE
194,194,0.7681464551981049,2025-04-10 03:56:40.342150,2025-04-10 03:58:52.379553,0 days 00:02:12.037403,0.7562926731859099,0.032519203537648075,6,982,24,0.00816235476214228,8.875052206486342e-07,0.9717446042087369,COMPLETE
195,195,0.7690862090927811,2025-04-10 03:58:52.400764,2025-04-10 04:01:03.786036,0 days 00:02:11.385272,0.6506412824113629,0.0347169266264224,7,996,22,0.0027977218602582145,1.3474999543102517e-06,0.9890530162759522,COMPLETE
196,196,0.7696821714948772,2025-04-10 04:01:03.808137,2025-04-10 04:03:07.658297,0 days 00:02:03.850160,0.7793895835803375,0.02869007803730102,5,887,26,0.0008558488008333891,0.08027114412620669,0.9592632806107082,COMPLETE
197,197,0.7675122828558895,2025-04-10 04:03:07.685006,2025-04-10 04:04:57.610160,0 days 00:01:49.925154,0.7922310470459807,0.04615554756044213,5,853,23,0.004449055989805634,4.277999071614271e-07,0.764234906886574,COMPLETE
198,198,0.7692843158649494,2025-04-10 04:04:57.632518,2025-04-10 04:07:12.514280,0 days 00:02:14.881762,0.6981657556154952,0.024758493866542036,10,831,36,1.4862349341254229e-06,1.9408963873422136e-06,0.9350371938949594,COMPLETE
199,199,0.7702543353453168,2025-04-10 04:07:12.536279,2025-04-10 04:09:51.882724,0 days 00:02:39.346445,0.661919287457702,0.018029344992407433,7,906,41,8.619059694143753e-08,0.006813942047477237,0.7523903481608292,COMPLETE
200,200,0.7675971091010796,2025-04-10 04:09:51.897726,2025-04-10 04:11:44.749232,0 days 00:01:52.851506,0.6865302932427675,0.039055257604424395,12,704,39,0.018843861956180367,0.03075952582606326,0.8160438442526657,COMPLETE
201,201,0.7697198927057934,2025-04-10 04:11:44.770157,2025-04-10 04:14:11.557551,0 days 00:02:26.787394,0.6374046994893714,0.02269538507919379,10,925,30,4.98991644618978e-06,3.356636811312027e-07,0.74499001293131,COMPLETE
202,202,0.7671829239040615,2025-04-10 04:14:11.571815,2025-04-10 04:16:23.870156,0 days 00:02:12.298341,0.8108518337247411,0.030558378533653605,9,719,57,3.6475287145055733e-07,4.445335375544837e-05,0.9761043860688724,COMPLETE
203,203,0.7666675327972363,2025-04-10 04:16:23.885155,2025-04-10 04:18:33.223907,0 days 00:02:09.338752,0.7808451814824724,0.031457638146272796,8,674,61,2.0481393209977692e-07,0.0016622132130804696,0.8986851841740839,COMPLETE
