Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet (Baseline),0.7216149603817985,0.443229920763597,0.3303872851688476,0.6643848980520959,0.14798347255905867,0.6636455186304129,0.24200359883955785,0.2116975390127396,0.6117198535035657
