Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_pro (Baseline),0.7532380393942486,0.5064760787884972,0.3736105869123912,0.700058534681799,0.16509340222575516,0.6692849949647532,0.26485474036583906,0.19229168332108562,0.564734188017308
