Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_highest (Baseline),0.7538336229510851,0.5076672459021703,0.3796385655244065,0.7065461285811844,0.1677586469602316,0.6652567975830815,0.2679484059381845,0.1878164870520676,0.5557109092455947
