Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_10 (Baseline),0.7493682140015394,0.4987364280030788,0.3741308532884053,0.7030828265747455,0.16629856440116453,0.6672708962739174,0.26624342025957326,0.19541043902337638,0.5747148222101636
