Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_High (Baseline with Optimal Threshold),0.7557029510623039,0.5114059021246078,0.383423145206213,0.6564827160092355,0.1549530315969257,0.7309164149043303,0.25569843227056543,0.2104372163215085,0.6101148627475268
