Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_Highest (Baseline with Optimal Threshold),0.7392856171455134,0.4785712342910269,0.3586331695090246,0.7146109069623752,0.16660486306086772,0.6334340382678751,0.2638201493163325,0.20257022092042384,0.5877147663499933
