Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet (Baseline with Optimal Threshold),0.7537295711008598,0.5074591422017196,0.37510429097924647,0.7020422100094306,0.16593318663732748,0.6682779456193354,0.26585473338407917,0.1894987680860825,0.5601363722477687
