Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_Pro Max (Baseline),0.7513789818076875,0.502757963615375,0.381147132105612,0.6851972293583949,0.1619705081243543,0.694662638469285,0.26269088693400355,0.1994790262694157,0.5809771949623577
