Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet_Pro (Baseline with Optimal Threshold),0.7349439104846294,0.46988782096925874,0.350937988706021,0.684920815583233,0.15593220338983052,0.6578046324269889,0.2521034349671941,0.20665743994871622,0.6009755877644127
