Model,AUC,Gini,KS,Accuracy,Precision,Recall,F1,Brier,LogLoss
TabNet,0.7537295711008598,0.5074591422017196,0.37510429097924647,0.7111963838574356,0.16900315555325643,0.6580060422960725,0.2689331577214356,0.1894987680860825,0.5601363722477687
